viagem_id;patinete_id;usuario_id;bairro_origem;bairro_destino;lat_origem;lon_origem;lat_destino;lon_destino;dt_inicio;dt_fim;duracao_min;distancia_km;valor_cobrado;bateria_inicio
VGM-000898;PAT-0009;USR-00015;Bucarein;Itaum;-26.294036641814788;-48.8441752757363;-26.33202022764504;-48.824963436886556;2024-01-19 10:30:00;2024-01-19 10:42:00;12;7.12;8.2;33
VGM-000899;PAT-0031;USR-00257;Glória;Itaum;-26.32486998076489;-48.83074771814562;-26.334102404994397;-48.82179940435817;2024-11-17 20:57:00;2024-11-17 21:34:00;37;1.84;4.13;48
VGM-000900;PAT-0054;USR-00016;Anita Garibaldi;Anita Garibaldi;-26.316144914691456;-48.839624289096015;-26.30789173735314;-48.83578225758064;2024-06-20 20:50:00;2024-06-20 21:19:00;29;1.03;3.37;20
VGM-000901;PAT-0008;USR-00272;Paranaguamirim;Glória;-26.34292113744854;-48.818721331987774;-26.32493952956816;-48.83270283716317;2024-01-29 22:19:00;2024-01-29 22:58:00;39;7.62;-1.0;91
VGM-000902;PAT-0046;USR-00278;América;América;-26.295734677961264;-48.84834453249484;-26.291161397811358;-48.85400428384104;2024-12-13 16:35:00;2024-12-13 17:12:00;37;6.43;8.71;89
VGM-000903;PAT-0022;USR-00117;América;América;-26.2941856456491;-48.855999883652444;-26.294767525418674;-48.85562215493404;2024-01-10 12:36:00;2024-01-10 13:00:00;24;4.98;7.16;93
VGM-000904;PAT-0013;USR-00083;Bucarein;América;-26.2971695843903;-48.842834341715175;-26.292923209105222;-48.8495663027493;2024-06-30 08:09:00;2024-06-30 08:29:00;20;1.72;4.18;91
VGM-000905;PAT-0069;USR-00170;Saguaçu;Paranaguamirim;-26.285785754494075;-48.847774898189144;-26.335739404401817;-48.81737489709516;2024-01-16 16:24:00;2024-01-16 17:07:00;43;2.87;4.96;44
VGM-000906;PAT-0043;USR-00192;Centro;Itaum;-26.300473282889232;-48.850653655799995;-26.33338305446726;-48.82447652821569;2024-09-30 11:36:00;2024-09-30 12:17:00;41;0.69;3.23;25
VGM-000907;PAT-0002;USR-00276;Glória;Centro;-26.316825564382615;-48.82526921837027;-26.299741676802817;-48.84889020689472;2024-07-18 11:38:00;2024-07-18 11:48:00;10;0.53;2.95;62
VGM-000908;PAT-0003;USR-00289;Bucarein;Centro;-26.29958182648302;-48.844738746687504;-26.307342056230105;-48.84318086047164;2024-06-06 16:45:00;2024-06-06 16:50:00;5;8.23;10.3;81
VGM-000909;PAT-0004;USR-00255;Paranaguamirim;Paranaguamirim;-26.34240576566569;-48.81695801280363;-26.33758433891533;-48.81148510818353;2024-05-19 19:05:00;2024-05-19 19:39:00;34;3.46;6.62;59
VGM-000910;PAT-0025;USR-00217;Bucarein;Saguaçu;-26.299203075918324;-48.84396057487745;-26.284533227351027;-48.848169337548065;2024-05-01 17:28:00;2024-05-01 17:50:00;22;3.18;5.53;89
VGM-000911;PAT-0035;USR-00076;Centro;Anita Garibaldi;-26.303497050574855;-48.848895833378826;-26.308155212724035;-48.83583929329591;2024-04-20 22:19:00;2024-04-20 22:33:00;14;4.71;7.25;90
VGM-000912;PAT-0036;USR-00025;Bucarein;América;-26.30031936359177;-48.84698526177914;-26.290460067444968;-48.84622146306498;2024-02-27 17:50:00;2024-02-27 17:55:00;5;7.05;8.92;50
VGM-000913;PAT-0037;USR-00198;Glória;Saguaçu;-26.31875851092151;-48.82770655205912;-26.284654407808436;-48.85099435340412;2024-04-13 08:28:00;2024-04-13 09:03:00;35;5.91;8.8;99
VGM-000914;PAT-0010;USR-00131;América;Itaum;-26.291905883478087;-48.84633154500201;-26.333045419996314;-48.822846407171454;2024-01-13 21:57:00;2024-01-13 22:32:00;35;3.86;6.91;96
VGM-000915;PAT-0028;USR-00218;Saguaçu;Bucarein;-26.28447952819148;-48.85075706516715;-26.30133770637948;-48.844081328229635;2024-03-19 12:21:00;2024-03-19 12:54:00;33;4.47;6.34;80
VGM-000916;PAT-0030;USR-00053;Saguaçu;Saguaçu;-26.285638734708648;-48.846369528081965;-26.280835108488844;-48.85127242681719;2024-09-25 15:49:00;2024-09-25 16:12:00;23;7.26;9.44;53
VGM-000917;PAT-0062;USR-00186;Centro;Glória;-26.306455342404583;-48.84378103673042;-26.3217216180115;-48.83120634401796;2024-03-14 09:52:00;2024-03-14 10:28:00;36;4.47;6.41;33
VGM-000918;PAT-0054;USR-00209;Saguaçu;Iririú;-26.280515466930378;-48.84451574620909;-26.27627917745037;-48.8508916577301;2024-12-12 10:13:00;2024-12-12 10:18:00;5;5.89;8.78;90
VGM-000919;PAT-0002;USR-00170;Jardim Iririú;Itaum;-26.265363942058404;-48.86077370802986;-26.327401763415715;-48.81884652159371;2024-08-23 18:45:00;2024-08-23 19:21:00;36;0.67;3.29;64
VGM-000920;PAT-0075;USR-00059;Centro;Paranaguamirim;-26.307998868242336;-48.8481706909436;-26.34161176517577;-48.81588053451387;2024-02-29 06:19:00;2024-02-29 06:24:00;5;2.06;4.35;73
VGM-000921;PAT-0008;USR-00286;Centro;Centro;-26.30071532024102;-48.847947048659776;-26.29987937553361;-48.84185589205429;2024-12-17 08:21:00;2024-12-17 08:53:00;32;4.05;6.53;50
VGM-000922;PAT-0078;USR-00186;Iririú;Glória;-26.275125688017503;-48.852873786669015;-26.31762072231001;-48.83451535767524;2024-01-24 09:33:00;2024-01-24 10:18:00;45;1.82;4.16;21
VGM-000923;PAT-0011;USR-00094;América;Glória;-26.287054477731058;-48.847832205334946;-26.319025707574266;-48.83289723822098;2024-06-08 06:36:00;2024-06-08 06:58:00;22;2.12;4.24;39
VGM-000924;PAT-0004;USR-00115;Glória;Jardim Iririú;-26.31700144744053;-48.833183860322436;-26.264191048394554;-48.85934111394898;2024-11-23 12:20:00;2024-11-23 12:35:00;15;2.93;4.85;77
VGM-000925;PAT-0038;USR-00107;Centro;Bucarein;-26.30514786495531;-48.84749058991842;-26.302503940916502;-48.840844473768065;2024-04-08 15:17:00;2024-04-08 15:54:00;37;6.16;8.57;67
VGM-000926;PAT-0054;USR-00017;Iririú;América;-26.279775306916797;-48.85098059803251;-26.29342937307811;-48.85560442493437;2024-06-12 20:42:00;2024-06-12 20:52:00;10;4.36;6.1;21
VGM-000927;PAT-0044;USR-00236;Glória;Glória;-26.322313226406152;-48.82693306480305;-26.32034963665779;-48.83096961242093;2024-05-19 10:10:00;2024-05-19 10:30:00;20;4.98;8.25;26
VGM-000928;PAT-0065;USR-00035;Itaum;Saguaçu;-26.32958365785339;-48.81515141597237;-26.287730214605286;-48.84650846035169;2024-02-28 06:39:00;2024-02-28 07:17:00;38;5.33;6.89;20
VGM-000929;PAT-0042;USR-00187;Paranaguamirim;Jardim Iririú;-26.33866521780174;-48.812457517403175;-26.26556094812698;-48.858019294535964;2024-09-20 09:13:00;2024-09-20 09:50:00;37;0.67;3.16;47
VGM-000930;PAT-0011;USR-00047;Bucarein;Itaum;-26.300421123145668;-48.84306804798972;-26.32580791968946;-48.81861860097484;2024-06-28 16:17:00;2024-06-28 16:29:00;12;3.43;5.64;25
VGM-000931;PAT-0024;USR-00058;Iririú;Glória;-26.27860643925927;-48.85409362166005;-26.32076229880069;-48.83179436775639;2024-12-26 15:36:00;2024-12-26 15:54:00;18;7.68;9.91;64
VGM-000932;PAT-0003;USR-00260;Itaum;Itaum;-26.326650697632004;-48.818389857457525;-26.33157867399888;-48.82406479876402;2024-03-28 08:19:00;2024-03-28 09:01:00;42;1.25;3.94;69
VGM-000933;PAT-0002;USR-00273;Iririú;América;-26.270155978192964;-48.859215441836824;-26.286384492678625;-48.851728875535805;2024-06-22 20:03:00;2024-06-22 20:14:00;11;2.68;4.79;71
VGM-000934;PAT-0074;USR-00170;Anita Garibaldi;Bucarein;-26.311743098176976;-48.834555030408964;-26.298551475671722;-48.84571245562632;2024-01-15 21:57:00;2024-01-15 22:03:00;6;7.72;9.54;33
VGM-000935;PAT-0063;USR-00055;América;Itaum;-26.29428320714152;-48.84890679171527;-26.330109515995506;-48.815523763414795;2024-02-24 18:03:00;2024-02-24 18:11:00;8;5.71;8.04;95
VGM-000936;PAT-0024;USR-00001;Iririú;Paranaguamirim;-26.277276926734803;-48.858326786959985;-26.34148350127658;-48.81524829133977;2024-08-06 18:11:00;2024-08-06 18:52:00;41;7.81;8.79;96
VGM-000937;PAT-0054;USR-00017;Itaum;Glória;-26.334816093234522;-48.817193682825746;-26.315904515269878;-48.83182740825643;2024-10-30 20:39:00;2024-10-30 21:04:00;25;3.01;5.85;65
VGM-000938;PAT-0022;USR-00060;Paranaguamirim;Jardim Iririú;-26.335857011934394;-48.81416227219486;-26.267310445167183;-48.85733695928881;2024-06-08 16:52:00;2024-06-08 17:07:00;15;1.75;4.27;46
VGM-000939;PAT-0049;USR-00199;América;Glória;-26.2948224891711;-48.846477782143026;-26.317378254128183;-48.83002051407418;2024-12-09 08:59:00;2024-12-09 09:31:00;32;3.5;6.12;22
VGM-000940;PAT-0076;USR-00075;Paranaguamirim;Paranaguamirim;-26.339234835244856;-48.81957577701793;-26.336881932816492;-48.816899659759876;2024-10-17 10:05:00;2024-10-17 10:37:00;32;2.17;4.54;65
VGM-000941;PAT-0050;USR-00221;Anita Garibaldi;Paranaguamirim;-26.31425944779313;-48.83734673862445;-26.341581509580827;-48.81188032257609;2024-02-19 20:19:00;2024-02-19 21:03:00;44;7.82;10.77;69
VGM-000942;PAT-0008;USR-00102;Centro;Bucarein;-26.303858219974842;-48.845184461207005;-26.298663056686795;-48.838328478489984;2024-12-29 20:30:00;2024-12-29 20:47:00;17;3.6;6.03;57
VGM-000943;PAT-0071;USR-00193;Saguaçu;Itaum;-26.28348579611648;-48.85003440087794;-26.326515282255937;-48.818269918337116;2024-04-24 10:55:00;2024-04-24 11:37:00;42;1.58;4.2;32
VGM-000944;PAT-0053;USR-00043;Itaum;Centro;-26.326702581962927;-48.817855758359286;-26.305767446483244;-48.85073035577593;2024-05-12 17:25:00;2024-05-12 17:39:00;14;5.21;7.24;91
VGM-000945;PAT-0075;USR-00228;Jardim Iririú;Jardim Iririú;-26.270935787282394;-48.85740994717478;-26.265060648665482;-48.859336771198336;2024-12-24 16:50:00;2024-12-24 17:13:00;23;5.4;7.85;53
VGM-000946;PAT-0069;USR-00079;Saguaçu;Itaum;-26.289890041713416;-48.85197484035933;-26.325590076774255;-48.81736705088003;2024-08-20 21:01:00;2024-08-20 21:08:00;7;2.42;4.81;92
VGM-000947;PAT-0071;USR-00046;Centro;Iririú;-26.308031143699314;-48.84606145535793;-26.27376789626932;-48.85863496987916;2024-08-31 09:22:00;2024-08-31 09:55:00;33;7.86;9.29;44
VGM-000948;PAT-0062;USR-00237;Glória;Paranaguamirim;-26.31599981358152;-48.829911094444086;-26.33758372712548;-48.817713292486154;2024-08-24 11:18:00;2024-08-24 11:43:00;25;5.88;7.72;76
VGM-000949;PAT-0069;USR-00053;Anita Garibaldi;América;-26.308261099224374;-48.836307192297845;-26.287949026879588;-48.84717504894932;2024-11-05 10:32:00;2024-11-05 10:41:00;9;6.12;9.61;89
VGM-000950;PAT-0025;USR-00023;Anita Garibaldi;Jardim Iririú;-26.311025868978298;-48.830670751374306;-26.264549603511036;-48.86479878278147;2024-07-26 09:20:00;2024-07-26 09:58:00;38;7.7;8.71;57
VGM-000951;PAT-0053;USR-00087;Jardim Iririú;Bucarein;-26.266994831395664;-48.856724936801264;-26.29904946662143;-48.839472728621736;2024-11-28 08:50:00;2024-11-28 09:12:00;22;2.84;5.04;75
VGM-000952;PAT-0001;USR-00032;América;Saguaçu;-26.289349633254538;-48.8490279061809;-26.28948736540824;-48.84826226707486;2024-09-29 20:25:00;2024-09-29 21:05:00;40;8.01;10.46;77
VGM-000953;PAT-0029;USR-00095;América;Centro;-26.294246287213767;-48.84885673364265;-26.305381237287634;-48.84673227841161;2024-07-30 13:39:00;2024-07-30 13:57:00;18;5.66;7.52;92
VGM-000954;PAT-0022;USR-00095;Bucarein;Itaum;-26.29385588054075;-48.84238283856187;-26.328262437702158;-48.82492903467505;2024-10-07 11:30:00;2024-10-07 11:57:00;27;7.79;11.69;26
VGM-000955;PAT-0065;USR-00174;Bucarein;Bucarein;-26.298812294751077;-48.83779005478903;-26.29849649614219;-48.83880601769033;2024-02-03 16:13:00;2024-02-03 16:53:00;40;3.66;6.17;84
VGM-000956;PAT-0071;USR-00095;Anita Garibaldi;Jardim Iririú;-26.313168614717505;-48.833054045727465;-26.265510368491398;-48.861401750993636;2024-08-08 19:36:00;2024-08-08 20:00:00;24;0.38;2.95;81
VGM-000957;PAT-0008;USR-00235;Anita Garibaldi;Iririú;-26.311810822947173;-48.83271018938344;-26.27643017570531;-48.85459234368699;2024-10-05 13:11:00;2024-10-05 13:56:00;45;7.05;8.45;22
VGM-000958;PAT-0029;USR-00075;Paranaguamirim;Jardim Iririú;-26.34453034033225;-48.811383090962124;-26.26665255858896;-48.85822699313664;2024-12-08 08:47:00;2024-12-08 09:26:00;39;3.39;6.19;35
VGM-000959;PAT-0078;USR-00263;Paranaguamirim;Saguaçu;-26.343337166312438;-48.817259284106576;-26.288135801951462;-48.84597370423562;2024-09-06 09:37:00;2024-09-06 10:18:00;41;7.21;9.77;87
VGM-000960;PAT-0017;USR-00045;Saguaçu;América;-26.282619663835735;-48.84492929096133;-26.28850630563355;-48.84644019941174;2024-08-25 16:35:00;2024-08-25 16:44:00;9;1.85;4.49;80
VGM-000961;PAT-0003;USR-00271;Paranaguamirim;Glória;-26.344172013320748;-48.818047593970434;-26.31954304031187;-48.82968660046763;2024-08-15 11:19:00;2024-08-15 11:47:00;28;6.69;8.58;40
VGM-000962;PAT-0024;USR-00190;Iririú;Iririú;-26.273968478905335;-48.85654658047755;-26.277959356114533;-48.85600280449025;2024-02-05 09:43:00;2024-02-05 10:24:00;41;2.38;5.03;73
VGM-000963;PAT-0061;USR-00271;Jardim Iririú;Anita Garibaldi;-26.270546508903188;-48.8616438954573;-26.314080888265025;-48.83046296373509;2024-07-13 16:31:00;2024-07-13 17:15:00;44;0.39;2.94;24
VGM-000964;PAT-0058;USR-00039;Anita Garibaldi;América;-26.31310704385958;-48.83021474531611;-26.288513912914183;-48.84957889764974;2024-12-04 07:05:00;2024-12-04 07:21:00;16;5.98;9.07;23
VGM-000965;PAT-0045;USR-00024;Iririú;América;-26.277113062632292;-48.851434627762515;-26.291173987643386;-48.85301849643724;2024-03-12 06:48:00;2024-03-12 07:00:00;12;0.64;3.02;34
VGM-000966;PAT-0003;USR-00148;Glória;Paranaguamirim;-26.32144327283535;-48.827988301384096;-26.34283968559607;-48.81873535754596;2024-12-04 10:28:00;2024-12-04 11:05:00;37;6.59;9.27;100
VGM-000967;PAT-0080;USR-00126;Iririú;Anita Garibaldi;-26.272809540948156;-48.852729432383846;-26.3073272880963;-48.83157445498535;2024-05-29 18:39:00;2024-05-29 19:18:00;39;1.36;4.07;46
VGM-000968;PAT-0054;USR-00208;Saguaçu;Bucarein;-26.28702878284377;-48.847379272055974;-26.29584874980183;-48.84337818397206;2024-08-16 12:13:00;2024-08-16 12:36:00;23;5.95;7.83;74
VGM-000969;PAT-0028;USR-00217;Itaum;Jardim Iririú;-26.32933595359703;-48.81552909332891;-26.2634286516746;-48.858395302786356;2024-06-02 15:58:00;2024-06-02 16:28:00;30;0.88;3.3;67
VGM-000970;PAT-0063;USR-00257;Centro;Saguaçu;-26.30463949597801;-48.84623741247118;-26.285728949546396;-48.84829183580634;2024-06-25 08:37:00;2024-06-25 08:40:00;3;1.24;3.89;35
VGM-000971;PAT-0058;USR-00068;Itaum;Bucarein;-26.32836328834637;-48.821194822901305;-26.29824899659308;-48.845010702202046;2024-11-09 22:25:00;2024-11-09 22:36:00;11;1.6;4.26;26
VGM-000972;PAT-0044;USR-00255;Bucarein;América;-26.29363170260675;-48.84536964663068;-26.28702044783815;-48.849983133913796;2024-05-30 07:23:00;2024-05-30 08:01:00;38;6.79;9.75;49
VGM-000973;PAT-0035;USR-00003;Bucarein;Anita Garibaldi;-26.295674279027896;-48.83913794347739;-26.311749506597547;-48.8393931693105;2024-01-28 06:45:00;2024-01-28 07:23:00;38;0.85;3.37;54
VGM-000974;PAT-0078;USR-00240;Saguaçu;Itaum;-26.287850596214092;-48.84565556067924;-26.32792721088094;-48.82086657540129;2024-07-02 09:55:00;2024-07-02 10:16:00;21;4.7;7.41;57
VGM-000975;PAT-0058;USR-00043;Saguaçu;Saguaçu;-26.289688168649388;-48.84915644961476;-26.287478271225044;-48.84753385060336;2024-01-16 13:27:00;2024-01-16 14:07:00;40;1.67;4.37;58
VGM-000976;PAT-0046;USR-00265;América;Jardim Iririú;-26.293377359557002;-48.8557480658604;-26.268532735312974;-48.860639530258815;2024-07-20 16:45:00;2024-07-20 17:12:00;27;6.37;8.95;52
VGM-000977;PAT-0044;USR-00228;Anita Garibaldi;Paranaguamirim;-26.311049220692997;-48.83161002672282;-26.343765501341895;-48.812513278247486;2024-07-26 18:27:00;2024-07-26 19:04:00;37;8.13;9.6;36
VGM-000978;PAT-0062;USR-00265;Saguaçu;Saguaçu;-26.289485741865157;-48.85288582016546;-26.28794019964123;-48.84472075045455;2024-04-18 11:30:00;2024-04-18 11:41:00;11;6.16;8.65;96
VGM-000979;PAT-0020;USR-00004;Jardim Iririú;Bucarein;-26.268036337527988;-48.85796300220371;-26.30299056584732;-48.83928756925967;2024-04-06 18:53:00;2024-04-06 19:19:00;26;6.0;8.57;96
VGM-000980;PAT-0063;USR-00043;América;Centro;-26.29003157151083;-48.84629742890274;-26.309007349483515;-48.85081187052189;2024-08-01 10:18:00;2024-08-01 11:03:00;45;2.64;4.77;25
VGM-000981;PAT-0008;USR-00013;Centro;Jardim Iririú;-26.30605756109183;-48.84682338671852;-26.26322716176823;-48.86305871229554;2024-03-05 10:00:00;2024-03-05 10:07:00;7;2.65;4.64;70
VGM-000982;PAT-0018;USR-00230;Anita Garibaldi;Glória;-26.309290877962543;-48.83765026595004;-26.322576463048634;-48.82963392490736;2024-11-27 06:09:00;2024-11-27 06:43:00;34;7.32;10.61;81
VGM-000983;PAT-0042;USR-00074;Glória;Itaum;-26.323934017468662;-48.827951289899566;-26.32836689290496;-48.81565177959556;2024-12-02 19:08:00;2024-12-02 19:16:00;8;2.44;5.2;55
VGM-000984;PAT-0054;USR-00016;Paranaguamirim;Glória;-26.344248622182644;-48.81182871857984;-26.316609003012005;-48.82665043224948;2024-03-11 19:55:00;2024-03-11 20:27:00;32;6.54;8.83;63
VGM-000985;PAT-0038;USR-00094;América;Iririú;-26.288718112437966;-48.85053569683922;-26.27449339540763;-48.851574654916476;2024-12-22 19:39:00;2024-12-22 19:53:00;14;3.54;5.82;74
VGM-000986;PAT-0068;USR-00258;Jardim Iririú;Anita Garibaldi;-26.26804508683794;-48.85532964724744;-26.31546855499916;-48.836967918062406;2024-08-20 22:27:00;2024-08-20 23:05:00;38;7.56;10.0;91
VGM-000987;PAT-0011;USR-00254;América;Centro;-26.289115976035724;-48.85548331278342;-26.30211883562664;-48.846905521029214;2024-08-18 18:22:00;2024-08-18 18:39:00;17;1.96;4.21;71
VGM-000988;PAT-0036;USR-00052;Jardim Iririú;Iririú;-26.268651726613964;-48.85995204401696;-26.273997485899002;-48.85529294052684;2024-04-05 19:38:00;2024-04-05 19:41:00;3;1.01;3.6;67
VGM-000989;PAT-0034;USR-00077;Iririú;Saguaçu;-26.277535979667608;-48.85281546052677;-26.282687494106526;-48.8514262841665;2024-10-22 21:54:00;2024-10-22 22:12:00;18;7.24;10.38;41
VGM-000990;PAT-0058;USR-00045;Anita Garibaldi;Saguaçu;-26.308808976823258;-48.83137359528851;-26.28230253377143;-48.85268931869756;2024-12-30 22:17:00;2024-12-30 22:46:00;29;1.95;4.39;58
VGM-000991;PAT-0050;USR-00045;Glória;Itaum;-26.31700584121031;-48.83320744388092;-26.32524589632315;-48.815530971005394;2024-10-06 17:02:00;2024-10-06 17:07:00;5;4.55;7.41;24
VGM-000992;PAT-0074;USR-00259;Anita Garibaldi;Centro;-26.310053035291457;-48.83199996518236;-26.303664367199733;-48.84879287414337;2024-10-17 21:45:00;2024-10-17 22:11:00;26;0.59;3.04;68
VGM-000993;PAT-0027;USR-00155;América;Glória;-26.2932785486277;-48.85047292924281;-26.321583588873093;-48.83260051096276;2024-02-27 21:44:00;2024-02-27 21:52:00;8;4.23;6.22;38
VGM-000994;PAT-0010;USR-00177;Glória;Bucarein;-26.319097693331308;-48.831034463180096;-26.296515354430994;-48.84616620946231;2024-03-13 22:54:00;2024-03-13 23:14:00;20;1.21;3.66;36
VGM-000995;PAT-0036;USR-00124;Saguaçu;Paranaguamirim;-26.2863902610306;-48.85168284971421;-26.344315592907574;-48.81071492248056;2024-08-26 22:05:00;2024-08-26 22:41:00;36;0.61;3.19;34
VGM-000996;PAT-0034;USR-00043;Iririú;Jardim Iririú;-26.279084179266732;-48.85134704241091;-26.264026026816786;-48.8592026288506;2024-11-08 08:15:00;2024-11-08 08:48:00;33;3.48;6.12;61
VGM-000997;PAT-0010;USR-00254;Iririú;Paranaguamirim;-26.270826864245375;-48.8584272679182;-26.343806189886617;-48.81332963142874;2024-11-18 08:43:00;2024-11-18 09:26:00;43;0.99;3.52;64
VGM-000998;PAT-0014;USR-00037;América;Jardim Iririú;-26.29463181369081;-48.85290212140791;-26.269721571621144;-48.85588423112737;2024-10-03 15:39:00;2024-10-03 15:45:00;6;5.99;7.52;98
VGM-000999;PAT-0019;USR-00085;América;Iririú;-26.28649762646179;-48.853099544680376;-26.27184254619374;-48.85654379831099;2024-06-24 06:30:00;2024-06-24 07:02:00;32;0.85;3.34;96
VGM-001000;PAT-0044;USR-00130;Anita Garibaldi;Bucarein;-23.0;-43.0;-26.29702687621669;-48.84078492688862;2024-09-19 21:36:00;2024-09-19 22:00:00;24;3.87;5.9;75
VGM-001001;PAT-0027;USR-00259;Jardim Iririú;Iririú;-26.271148670711614;-48.85827297005791;-26.276063644797222;-48.85961200545271;2024-08-03 17:51:00;2024-08-03 18:12:00;21;3.34;5.5;81
VGM-001002;PAT-0004;USR-00067;Glória;Jardim Iririú;-26.319580990526216;-48.82703318602808;-26.26826564340625;-48.863132274717685;2024-05-28 11:02:00;2024-05-28 11:43:00;41;6.35;7.7;37
VGM-001003;PAT-0044;USR-00014;Jardim Iririú;Jardim Iririú;-26.26427054164124;-48.86249532101208;-26.26445452606798;-48.8566875419491;2024-06-04 14:03:00;2024-06-04 14:46:00;43;3.92;6.16;60
VGM-001004;PAT-0043;USR-00279;Glória;Paranaguamirim;-26.317677751135903;-48.82875125900393;-26.3415999561394;-48.81233231643662;2024-08-30 11:36:00;2024-08-30 11:42:00;6;6.61;9.03;74
VGM-001005;PAT-0053;USR-00275;Jardim Iririú;Paranaguamirim;-26.264934388521386;-48.859282540168564;-26.33630350315188;-48.816493573085424;2024-12-02 15:51:00;2024-12-02 16:33:00;42;5.74;7.65;42
VGM-001006;PAT-0025;USR-00045;Anita Garibaldi;América;-26.310412166332895;-48.83167169623212;-26.295118655690235;-48.852231893722255;2024-01-14 15:31:00;2024-01-14 15:39:00;8;4.43;6.63;43
VGM-001007;PAT-0022;USR-00178;América;América;-26.28907723435482;-48.84693912939519;-26.288232015627916;-48.850664455664464;2024-03-05 22:04:00;2024-03-05 22:24:00;20;8.29;9.89;43
VGM-001008;PAT-0020;USR-00034;Saguaçu;Itaum;-26.281508043484347;-48.85287843228522;-26.326524523669452;-48.82499758995315;2024-05-09 10:39:00;2024-05-09 10:59:00;20;6.6;10.31;35
VGM-001009;PAT-0017;USR-00147;Jardim Iririú;América;-26.27050331991141;-48.858259800809414;-26.29418182347163;-48.85358755663962;2024-05-20 14:00:00;2024-05-20 14:10:00;10;6.24;7.53;97
VGM-001010;PAT-0075;USR-00116;Centro;Itaum;-26.30450575036357;-48.85068164200881;-26.330696534676278;-48.82291768191392;2024-11-05 11:58:00;2024-11-05 12:38:00;40;0.66;3.05;21
VGM-001011;PAT-0029;USR-00016;Iririú;Anita Garibaldi;-26.277787905581803;-48.85451141334922;-26.315345002253366;-48.837495170532506;2024-03-18 20:23:00;2024-03-18 20:37:00;14;0.42;2.93;62
VGM-001012;PAT-0037;USR-00144;Glória;Centro;-26.315123319920033;-48.832123672709564;-26.302333958710058;-48.84314094157467;2024-05-13 13:31:00;2024-05-13 13:45:00;14;1.55;3.82;50
VGM-001013;PAT-0017;USR-00087;Itaum;Anita Garibaldi;-26.325559406603134;-48.82193223400478;-26.311646522319386;-48.83720326143454;2024-09-27 07:21:00;2024-09-27 07:29:00;8;7.35;9.59;47
VGM-001014;PAT-0019;USR-00138;Itaum;Paranaguamirim;-26.334605731886313;-48.821470414965475;-26.338646766532918;-48.818084786779494;2024-03-15 10:53:00;2024-03-15 11:27:00;34;2.36;4.43;57
VGM-001015;PAT-0074;USR-00068;Saguaçu;América;-26.282944248274845;-48.8467870755095;-26.29403513033044;-48.85095736539207;2024-07-30 18:15:00;2024-07-30 19:00:00;45;1.74;4.22;76
VGM-001016;PAT-0069;USR-00001;Anita Garibaldi;Anita Garibaldi;-26.307747516825845;-48.836659500343316;-26.314882541379475;-48.83134354963627;2024-08-13 11:13:00;2024-08-13 11:52:00;39;4.09;6.65;23
VGM-001017;PAT-0045;USR-00245;Jardim Iririú;Bucarein;-26.271194246548728;-48.8576730094941;-26.3025850267449;-48.844586502961626;2024-06-25 07:41:00;2024-06-25 08:00:00;19;7.69;10.92;53
VGM-001018;PAT-0065;USR-00298;Iririú;Jardim Iririú;-26.274320547694472;-48.85595472614426;-26.269779324648045;-48.86421463757207;2024-02-29 07:10:00;2024-02-29 07:42:00;32;0.76;3.14;83
VGM-001019;PAT-0054;USR-00022;Paranaguamirim;América;-26.33584511702412;-48.8193164679969;-26.290402553386663;-48.8524359526415;2024-07-23 21:19:00;2024-07-23 21:52:00;33;3.42;6.59;59
VGM-001020;PAT-0058;USR-00120;Saguaçu;Centro;-26.289660540214143;-48.84516240157516;-26.30082065086003;-48.84372348175435;2024-09-29 13:24:00;2024-09-29 13:51:00;27;8.06;10.72;81
VGM-001021;PAT-0027;USR-00259;Iririú;Itaum;-26.27302579732753;-48.85714241675407;-26.32833072552541;-48.81949309455305;2024-08-30 14:09:00;2024-08-30 14:45:00;36;4.45;7.34;69
VGM-001022;PAT-0054;USR-00284;Iririú;Jardim Iririú;-26.277026509926273;-48.855672331204005;-26.268646036766004;-48.85683206630426;2024-08-10 06:18:00;2024-08-10 06:49:00;31;2.15;4.41;58
VGM-001023;PAT-0053;USR-00215;América;Anita Garibaldi;-26.286756038046235;-48.84914556116778;-26.30746879885606;-48.830404078523905;2024-07-14 16:33:00;2024-07-14 16:38:00;5;5.44;7.32;89
VGM-001024;PAT-0011;USR-00081;Itaum;Paranaguamirim;-26.325289417548344;-48.821675438428514;-26.33780754799424;-48.81207337523248;2024-02-19 17:54:00;2024-02-19 18:24:00;30;3.05;5.39;56
VGM-001025;PAT-0061;USR-00299;Paranaguamirim;Jardim Iririú;-26.335557335108867;-48.81943414343853;-26.263698347971374;-48.85896196921156;2024-11-08 14:21:00;2024-11-08 14:41:00;20;6.21;7.56;61
VGM-001026;PAT-0038;USR-00155;Jardim Iririú;Anita Garibaldi;-26.268257857833426;-48.86126078952987;-26.31172412026728;-48.835066584119474;2024-05-16 09:16:00;2024-05-16 10:00:00;44;0.51;2.91;67
VGM-001027;PAT-0080;USR-00162;Glória;Paranaguamirim;-26.316379573490106;-48.825555514173054;-26.342410957252067;-48.819599309136514;2024-10-26 18:29:00;2024-10-26 18:47:00;18;3.91;6.55;96
VGM-001028;PAT-0001;USR-00163;Centro;Itaum;-26.30095450601465;-48.844782656027014;-26.33447173313635;-48.81515678021186;2024-12-10 12:33:00;2024-12-10 12:57:00;24;7.22;8.62;48
